,0
511,"B: Yes my Lord
A: The two scratch marks
A: And did you find any evidence of this vehicle hitting the road divider or a tree on the road divider
B: No my Lord
A: The Defendant Bee Hua Meng was the driver of the pick-up am I right
B: Yes my Lord
A: And there was one passenger seated next to the driver"
512,"A: And did you find any evidence of this vehicle hitting the road divider or a tree on the road divider
B: No my Lord
A: The Defendant Bee Hua Meng was the driver of the pick-up am I right
B: Yes my Lord
A: And there was one passenger seated next to the driver
A: His name is Ching Thian Wah am I right
B: Yes my Lord"
513,"A: The Defendant Bee Hua Meng was the driver of the pick-up am I right
B: Yes my Lord
A: And there was one passenger seated next to the driver
A: His name is Ching Thian Wah am I right
B: Yes my Lord
A: The driver was the Defendant your Honour
A: Bee Hua Meng the Defendant"
514,"B: Yes my Lord
A: And there was one passenger seated next to the driver
A: His name is Ching Thian Wah am I right
B: Yes my Lord
A: The driver was the Defendant your Honour
A: Bee Hua Meng the Defendant
A: And the front seat passenger was the employer of the driver namely Ching C H I N G Thian T H I A N Wah W A H"
515,"B: Yes my Lord
A: The driver was the Defendant your Honour
A: Bee Hua Meng the Defendant
A: And the front seat passenger was the employer of the driver namely Ching C H I N G Thian T H I A N Wah W A H
A: And this Mr Ching was the employer of the driver as well as the other persons in the pick-up who had carried on at the time
B: That is correct my Lord
A: How many of them were in the van at the time"
516,"A: Bee Hua Meng the Defendant
A: And the front seat passenger was the employer of the driver namely Ching C H I N G Thian T H I A N Wah W A H
A: And this Mr Ching was the employer of the driver as well as the other persons in the pick-up who had carried on at the time
B: That is correct my Lord
A: How many of them were in the van at the time
B: There were nine passengers
A: Nine passengers at the back apart from the driver and Ching in the front right"
517,"B: There were nine passengers
A: Nine passengers at the back apart from the driver and Ching in the front right
B: Wait I check up
B: Yes my Lord
A: And one of the passengers was Ooi Han Sun
A: That's the First Plaintiff
B: Yes my Lord"
518,"B: Yes my Lord
A: And one of the passengers was Ooi Han Sun
A: That's the First Plaintiff
B: Yes my Lord
A: Another passenger was Chua Peung Yang who was killed in the accident
B: Yes my Lord
A: At the time of the accident what was the condition of the weather and visibility and the traffic condition"
519,"A: That's the First Plaintiff
B: Yes my Lord
A: Another passenger was Chua Peung Yang who was killed in the accident
B: Yes my Lord
A: At the time of the accident what was the condition of the weather and visibility and the traffic condition
B: The weather was fine road surface was dry visibility was clear
A: And the traffic"
520,"B: The weather was fine road surface was dry visibility was clear
A: And the traffic
B: And the flow of traffic was moderate
B: Road surface was dry my Lord
A: And the traffic was moderate
B: Moderate my Lord
A: Moderate yes my Lord"
521,"B: And the flow of traffic was moderate
B: Road surface was dry my Lord
A: And the traffic was moderate
B: Moderate my Lord
A: Moderate yes my Lord
A: Did you appeal for eye witnesses
B: Yes my Lord"
522,"B: Road surface was dry my Lord
A: And the traffic was moderate
B: Moderate my Lord
A: Moderate yes my Lord
A: Did you appeal for eye witnesses
B: Yes my Lord
B: No one responded"
523,"B: Moderate my Lord
A: Moderate yes my Lord
A: Did you appeal for eye witnesses
B: Yes my Lord
B: No one responded
A: Eye witnesses mean independent eye witnesses
A: No one responded"
524,"B: No one responded
A: Eye witnesses mean independent eye witnesses
A: No one responded
A: No further questions my Lord
C: Sergeant can we refer to A B five the sketch plan
C: You've drawn on the sketch plan the scratch mark at F one E one
C: Can you tell us what caused the scratch mark on the road"
